grant_id,mechanistic,clinical,research_tool,therapeutic,diagnostic,obs_ep,infrastructure,education
5UG1CA284918-03,0,0,0,0,0,0,1,0
5U54CA283762-03,0,0,0,0,0,0,1,0
5R44CA287693-02,0,0,0,1,0,0,0,0
5U19CA291430-02,0,1,0,0,0,0,0,0
1R44CA302066-01,0,0,0,1,0,0,0,0
4R44CA290915-02,0,0,0,1,0,0,0,0
5K00CA274649-05,0,0,0,0,0,0,0,1
5K00CA264404-05,0,0,0,0,0,0,0,1
5F99CA294265-02,0,0,0,1,0,0,0,0
1F32CA298648-01A1,1,0,0,0,0,0,0,0
5F31CA284505-02,1,0,0,0,0,0,0,0
5F31CA291047-02,1,0,0,0,0,0,0,0
5F31CA284719-03,1,0,0,0,0,0,0,1
5F31CA284520-03,1,0,0,0,0,0,0,0
1F31CA301949-01,0,0,0,1,0,0,0,0
5F31CA287704-02,1,0,0,0,0,0,0,1
5F31CA288141-02,1,0,0,0,0,0,0,0
5F31CA287701-02,0,0,0,1,0,0,0,0
5F31CA287567-02,0,0,0,0,1,0,0,0
1F31CA306216-01,1,0,0,0,0,0,0,0
3UG1CA189859-11S1,0,0,0,0,0,0,1,0
3UG1CA189862-11S1,0,0,0,0,0,0,1,0
3UG1CA189873-11S1,0,1,0,0,0,0,1,0
3UG1CA189872-11S1,0,1,0,0,0,0,1,0
3UG1CA189851-11S1,0,0,0,0,0,0,1,0
1F30CA298680-01,1,0,0,0,0,0,0,0
5F30CA284575-02,1,0,0,0,0,0,0,0
5F31CA275318-03,0,0,0,1,0,0,0,0
5F30CA275349-03,0,0,0,1,0,0,0,0
5F30CA284847-03,0,0,0,0,0,1,0,0
5F30CA284763-03,1,0,0,0,0,0,0,0
5K00CA253745-07,0,0,0,0,0,0,0,1
5F31CA288051-02,0,0,1,0,0,0,0,0
5F30CA284809-03,0,0,0,0,1,0,0,0
1DP2CA311217-01,0,0,0,1,0,0,0,0
4DP2CA280623-02,0,0,1,0,0,0,0,0
1F30CA306185-01,1,0,0,0,0,0,0,0
1F30CA306159-01,1,0,0,0,0,0,0,0
2P50CA236733-06A1-8406,0,0,0,0,0,0,1,0
2P50CA236733-06A1-8412,0,0,0,1,0,0,0,0
2P30CA013696-50-8974,1,0,0,0,0,0,0,0
2P30CA013696-50-8975,1,0,0,0,0,0,0,0
2P30CA013696-50-8976,0,0,0,0,0,0,1,0
2P30CA013696-50-8982,0,0,0,0,0,0,1,0
1P01CA298991-01-9715,0,0,0,0,0,0,1,0
1P01CA298991-01-9719,0,0,0,0,0,0,1,0
5P50CA278595-09-6226,0,0,0,1,0,0,0,0
5P30CA046592-36,0,0,0,0,0,0,1,0
5P50CA271353-04-9886,0,1,0,0,0,0,0,0
1P01CA298991-01-9716,1,0,0,0,0,0,0,0
5P01CA254859-04,0,0,0,0,0,0,0,0
5P20CA290477-02-9537,0,0,0,0,0,1,0,0
5P01CA254849-05,0,0,1,0,0,0,0,0
1R01CA293595-01A1,0,0,0,1,0,0,0,0
4R01CA273925-04,1,0,0,0,0,0,0,0
5R01CA273723-03,1,0,0,0,0,0,0,0
1R01CA303699-01,0,0,0,0,0,1,0,0
3R01CA251478-05S1,0,1,0,0,0,1,0,0
1R21CA299812-01,1,0,0,0,0,0,0,0
2R25CA233420-06,0,0,0,0,0,0,0,1
1R21CA288943-01A1,0,0,0,1,0,0,0,0
5U01CA292550-02,0,0,0,0,1,0,0,0
4R37CA239150-07,0,0,0,1,0,0,0,0
4R37CA252868-06,0,1,0,1,0,0,0,0
5R37CA266204-04,0,1,0,0,0,1,0,0
5R37CA283353-02,0,1,0,1,0,0,0,0
5K08CA267062-04,0,1,0,0,0,0,0,0
5UH3CA275686-04,0,0,1,0,0,0,0,0
4R00CA283256-03,1,0,0,0,0,0,0,0
4R00CA283277-03,0,0,0,1,0,0,0,0
5K01CA255406-06,1,0,0,0,0,0,0,0
1F32CA294616-01A1,1,0,0,0,0,0,0,0
1F32CA301657-01,1,0,0,0,0,0,0,0
1K01CA304486-01,0,1,0,0,0,0,0,0
5P50CA271353-04,0,1,0,1,0,0,0,0
2P50CA236733-06A1,0,0,0,0,0,0,1,0
3P30CA006516-60S2,0,0,0,1,0,0,0,0
1P01CA278735-01A1-9615,0,0,0,0,0,0,1,0
5P01CA019014-45-7857,0,0,0,0,0,0,1,0
3OT2CA297463-01S1,0,0,1,0,0,0,0,0
1P01CA298991-01,1,0,0,0,0,0,0,0
5P01CA019014-45-7856,1,0,0,0,0,0,0,0
5P01CA163222-12-6032,0,0,0,0,0,0,1,0
5P01CA163222-12-6035,0,0,0,1,0,0,0,0
5D43CA270474-04,0,0,0,0,0,0,0,1
5R44CA287615-02,0,0,0,1,0,0,0,0
2P50CA196530-11-7470,0,0,0,0,0,0,1,0
2P50CA196530-11-7473,0,0,0,1,0,0,0,0
5U54CA280811-03-7183,0,0,0,0,0,0,0,0
5U54CA280811-03-7185,0,0,0,0,0,0,0,1
2R25CA225513-06,0,0,0,0,0,0,0,1
5U54CA254571-06-7875,0,0,0,0,0,0,1,0
5U01CA269192-04,0,0,0,0,1,0,0,0
5P30CA168524-14-8259,0,0,0,0,0,0,0,1
5P30CA168524-14-8267,0,0,0,0,0,0,1,0
5P30CA168524-14-8272,0,0,0,0,0,0,1,0
5P30CA168524-14-8274,0,0,0,0,0,0,1,0
5P30CA142543-15-7273,1,0,0,0,0,0,0,0
5P20CA284971-03-5701,0,0,0,0,0,0,1,0
5P50CA159981-11-7008,0,0,0,0,0,0,1,0
5U54CA284030-03-8132,0,1,0,0,0,0,0,1
5P30CA023074-44-9239,0,0,0,0,0,0,0,1
5P30CA023074-44-9245,0,0,0,1,0,0,0,0
5P30CA023074-44-9252,0,0,0,0,0,0,1,0
5P30CA023074-44-9256,0,0,0,0,0,0,1,0
5P30CA023074-44-9258,0,0,0,0,0,0,1,0
5P30CA023074-44-9269,0,0,0,0,0,0,1,0
5U54CA156732-15-6587,0,1,0,0,0,0,0,0
1F30CA294838-01A1,0,0,0,0,0,1,0,0
5U19CA264385-05,0,0,0,1,0,0,0,0
5U19CA264385-05-7688,0,0,0,0,0,0,1,0
5U19CA264385-05-7689,0,0,0,0,0,0,1,0
1R13CA301749-01,0,0,0,0,0,0,1,0
5U54CA274499-04-8545,0,0,0,0,0,0,1,0
7U54CA274371-04-9681,1,0,0,0,0,0,0,0
7U54CA274371-04-9683,1,0,0,0,0,0,0,0
4R01CA255621-05,0,0,0,1,0,0,0,0
5R01CA287075-02,0,0,0,0,1,0,0,0
5U54CA274507-03-7469,0,0,0,0,0,0,1,0
5P50CA165962-12-6919,0,0,0,1,0,0,0,0
5P50CA165962-12-6922,0,0,0,0,0,0,1,0
5P50CA165962-12-6923,0,0,0,0,0,0,1,0
5P50CA165962-12-6925,0,0,0,0,0,0,0,1
5P50CA271358-04,0,1,0,0,0,0,0,0
5U54CA277834-03-7324,0,0,0,0,0,0,1,0
5R01CA271033-05,0,1,0,0,0,0,0,0
5P50CA261605-05-8761,0,0,0,0,0,0,1,0
5P50CA261605-05-5434,1,0,0,0,0,0,0,0
5P50CA261605-05-5435,0,0,0,1,0,0,0,0
5U54CA163072-16,0,0,0,0,0,0,1,0
5U54CA163072-16-7312,0,0,0,0,0,0,1,0
5U54CA277843-03-7388,0,0,0,0,0,0,1,0
5P50CA217694-07-7427,0,0,0,1,0,0,0,0
4R01CA279679-02,0,1,0,0,0,0,0,0
5P50CA217694-07-7431,0,0,0,0,0,0,1,0
5R01CA269516-04,0,0,0,1,0,0,0,0
5U54CA274321-04-9351,0,0,0,0,0,0,1,0
1R41CA287794-01A1,0,0,0,1,0,0,0,0
1SB1CA302068-01,0,0,0,1,0,0,0,0
5P20CA290450-02,0,0,0,0,0,0,1,0
5P50CA261608-05-5379,0,0,0,0,0,0,1,0
5P50CA261608-05-6852,0,0,0,0,0,0,1,0
1R01CA302303-01,0,1,0,0,0,1,0,0
5P30CA082709-26-6342,0,1,0,0,0,0,0,0
5U54CA274291-04-9643,0,0,0,0,0,0,1,0
5U54CA274291-04-9645,0,0,0,0,0,0,1,0
5P30CA082709-26-6343,0,0,0,0,0,0,1,0
5U54CA274291-04-9647,1,0,0,0,0,0,0,0
5P30CA082709-26-6344,1,0,0,0,0,0,0,0
5P30CA082709-26-6349,0,0,0,0,0,0,1,0
5P30CA082709-26-6353,0,0,0,0,0,0,1,0
5U54CA163066-15-6294,0,0,0,0,0,0,1,0
5U54CA163066-15-6298,0,0,0,1,0,0,0,0
5U54CA163066-15-6300,0,0,0,0,0,0,1,0
5U2CCA252971-05-7862,0,0,0,0,0,0,1,0
5P30CA240139-07,0,0,0,0,0,0,1,0
5UG3CA286852-02,0,1,0,0,0,0,0,0
5U54CA295337-02-6484,0,0,0,1,0,0,0,0
5U54CA295337-02-6485,0,0,0,0,1,0,0,0
5U54CA295337-02-6486,0,0,0,0,1,0,0,0
5U54CA295336-02-6546,0,0,0,0,0,0,1,0
5U54CA295337-02-6487,0,0,0,0,0,0,1,0
2P30CA196521-11,0,0,0,0,0,0,1,0
2P01CA163227-11A1-8909,1,0,0,0,0,0,0,0
1U54CA302426-01-8930,0,1,0,0,0,0,0,0
1U54CA302426-01-8933,0,0,0,0,0,1,0,0
1U54CA302426-01-8936,0,0,0,0,0,0,0,1
2P01CA234228-06A1-9238,1,0,0,0,0,0,0,0
2P01CA234228-06A1-9241,0,0,0,0,0,0,1,0
1R01CA303124-01,1,0,0,0,0,0,0,0
3U54CA274374-04S2,1,0,0,0,0,0,0,0
3R01CA251110-05S1,1,0,0,1,0,0,0,0
1R01CA278776-01A1,1,0,0,0,0,0,0,0
3R01CA266641-04S1,0,0,0,1,0,0,0,0
1R01CA295845-01A1,0,0,1,0,0,0,0,0
3OT2CA278700-01S3,0,0,0,1,0,0,0,0
1R01CA298021-01A1,0,0,0,0,0,1,0,0
1R01CA301464-01A1,0,0,0,0,1,0,0,0
1R41CA306611-01,0,0,0,1,0,0,0,0
1R43CA306686-01,0,0,0,1,0,0,0,0
3U10CA180821-11S3,0,0,0,0,0,0,1,0
1R44CA310518-01,0,0,0,1,0,0,0,0
1R44CA310160-01,0,0,0,1,0,0,0,0
1R44CA310364-01,0,0,0,0,1,0,0,0
7R01CA289978-02,0,0,0,1,0,0,0,0
5U01CA271279-05,0,1,0,1,0,0,0,0
4P30CA047904-37-8912,0,0,0,0,0,0,1,0
4P30CA047904-37-8917,0,0,0,0,0,0,1,0
4P30CA047904-37-8922,0,0,0,0,0,0,1,0
4P30CA047904-37-8926,0,0,0,0,0,0,1,0
4P30CA047904-37-8932,1,0,0,0,0,0,0,0
4P30CA047904-37-8944,0,0,0,1,0,0,0,0
4P30CA047904-37-8946,0,1,0,0,0,0,0,0
4P30CA047904-37-8954,0,0,0,0,0,0,1,0
3U01CA269181-04S1,0,0,0,0,1,0,0,0
4P30CA068485-30-9903,0,0,0,0,0,0,1,0
4P30CA068485-30-9906,0,0,0,0,0,0,1,0
4P30CA068485-30-9912,0,0,0,0,0,0,1,0
4P30CA068485-30-9921,1,0,0,0,0,0,0,0
4P30CA068485-30-9925,0,0,0,0,0,0,1,0
4P30CA068485-30-9926,0,0,0,0,0,0,1,0
4P30CA068485-30-9930,0,0,0,0,0,0,1,0
4P30CA068485-30-9931,0,0,0,0,0,0,1,0
5U54CA274291-04-9102,0,0,0,0,0,0,0,1
7R01CA272678-04,0,0,0,1,0,0,0,0
3R01CA259396-05S1,0,0,0,0,0,0,0,0
3R01CA259396-05S2,1,0,0,0,0,0,0,0
3R01CA287075-02S1,0,0,0,0,1,0,0,0
3U01CA269143-03S5,0,1,0,0,0,0,0,0
3R01CA267842-04S1,0,0,0,0,0,1,0,0
3P50CA097186-24S1,0,0,0,0,0,0,1,0
3R01CA282284-03S2,0,1,0,0,0,0,0,0
3U54CA284110-03S1-8209,0,1,0,0,0,0,0,0
3U54CA277846-03S2-7354,1,0,0,0,0,0,0,0
3U54CA277846-03S1-7351,0,0,0,0,0,0,1,0
3R01CA270210-03S1,0,0,1,0,0,0,0,0
5UH3CA260607-05,0,0,0,0,0,1,0,0
5U24CA248138-05,0,0,1,0,0,0,1,0
5D43CA260641-05,0,0,0,0,0,0,0,1
1R25CA298892-01,0,1,0,0,0,0,0,1
1U01CA294154-01A1,0,0,1,0,0,0,0,0
1UH2CA299358-01,0,0,0,0,1,0,0,0
5R01CA258021-05,0,0,0,0,0,0,0,0
5U01CA214263-07,0,0,0,0,1,0,0,0
1U01CA293859-01A1,1,0,0,0,0,0,0,0
5R37CA265877-04,1,0,0,0,0,0,0,0
5P30CA142543-15,0,0,0,0,0,0,1,0
5R61CA281657-03,0,0,1,0,0,0,0,0
5R37CA274352-04,0,0,0,1,0,0,0,0
5T32CA236748-07,0,0,0,0,0,0,0,1
5R44CA291420-02,0,0,1,0,0,0,0,0
5U01CA294674-02,0,1,0,0,0,0,0,0
5K08CA255413-04,0,0,0,0,1,0,0,0
7U54CA274371-04,1,0,0,0,0,0,0,0
4U01CA286821-03,0,0,0,0,0,1,0,0
4U01CA275514-03,0,0,0,0,0,0,0,0
5P50CA126752-19,0,0,0,1,0,0,0,0
4U01CA274999-04,0,1,0,0,0,0,0,0
4U01CA288375-03,0,0,0,1,0,0,0,0
4R01CA261638-04,0,1,0,0,0,0,0,0
5R00CA272919-04,0,1,0,0,0,0,0,0
5R01CA164719-12,0,0,0,1,0,0,0,0
5U54CA277843-03,0,0,0,0,1,0,0,0
5U24CA086368-25,0,0,0,0,0,0,1,0
5D43CA260869-04,0,0,0,0,0,0,0,1
5U54CA277846-03,0,0,0,0,0,0,1,0
5R01CA272891-04,1,0,0,0,0,0,0,0
4R01CA282664-03,0,0,0,1,0,0,0,0
5U54CA274291-04,1,0,0,0,0,0,0,0
4U01CA271888-04,0,0,0,0,1,0,0,0
1R61CA302550-01,0,0,1,0,0,0,0,0
3R01CA270483-04S1,0,0,0,0,0,1,0,0
3P50CA281701-03S1,0,0,0,1,0,0,0,0
3R01CA240751-04S1,1,0,0,0,0,0,0,0
3P30CA006973-62S4,0,0,0,0,0,0,1,0
3R01CA269237-04S2,0,0,0,0,1,0,0,0
3R01CA274355-04S1,1,0,0,0,0,0,0,0
2UG1CA242596-07,0,0,0,1,0,0,0,0
1R50CA305191-01,0,0,0,1,0,0,0,0
1R50CA305205-01,0,0,0,0,0,0,0,0
3OT2CA278609-02S2,1,0,0,0,0,0,0,0
2UM1CA121947-19,0,0,0,1,0,0,0,0
3UG1CA189971-11S1,0,0,0,0,0,0,1,0
3UG1CA189974-11S1,0,0,0,0,0,0,1,0
3UG1CA189858-11S1,0,0,0,0,0,0,1,0
3P30CA036727-39S2,0,1,0,0,0,1,0,0
3U01CA279866-03S1,0,0,0,0,1,0,0,0
3P01CA200512-10S1,0,1,0,0,0,1,0,0
3P50CA186784-10S1,0,0,0,1,0,0,0,0
3U01CA294811-02S1,0,1,0,1,0,0,0,0
3R01CA285063-03S1,0,1,0,1,0,0,0,0
3R01CA285063-03S2,0,1,0,1,0,0,0,0
3U54CA284030-03S2,0,1,0,0,0,0,0,0
3UM1CA181255-10S2,0,0,0,0,0,0,1,0
3UM1CA121947-19S1,0,0,0,0,0,0,1,0
3UM1CA121947-19S2,0,0,0,1,0,0,0,0
3R37CA306827-01S2,0,0,0,1,0,0,0,0
3R01CA269553-05S1,0,0,0,0,0,1,0,0
1R01CA299335-01,1,0,0,0,0,0,0,0
5K00CA274695-04,1,0,0,0,0,0,0,0
5K01CA279490-03,0,1,0,0,0,0,0,0
5R01CA285851-02,0,0,0,0,0,1,0,0
5D43CA260656-04,0,0,0,0,0,0,0,1
5U2CCA271854-04-5334,0,0,0,0,1,0,0,0
1F31CA295001-01A1,1,0,0,0,0,0,0,0
4R01CA263770-04,0,0,0,0,0,1,0,0
5U54CA284110-03-8209,0,1,0,0,0,0,0,0
5P01CA281819-02-7063,0,0,0,0,0,0,1,0
5P01CA281819-02-7066,1,0,0,0,0,0,0,0
5P01CA281819-02-7067,0,0,0,0,0,0,1,0
5P30CA016359-45-6190,0,0,0,0,0,0,1,0
5P30CA016359-45-6194,0,0,0,0,0,0,1,0
5P30CA016359-45-6197,0,0,0,0,0,0,1,0
5P30CA016359-45-6206,0,0,0,0,0,0,1,0
5P50CA098252-22-6813,0,0,0,0,0,0,1,0
5P50CA098252-22-6817,0,0,0,1,0,0,0,0
5U54CA137788-17-6552,0,1,0,0,0,0,0,0
5P50CA171963-12,0,0,0,1,0,0,0,0
2P50CA186786-11A1-8277,0,0,0,0,0,0,1,0
2P50CA186786-11A1-8278,0,0,0,0,0,0,1,0
2P50CA186786-11A1-8283,0,0,0,0,0,0,0,1
5P50CA257911-04-8366,0,0,0,1,0,0,0,0
5P50CA257911-04-8369,0,0,0,0,0,0,1,0
5P50CA257911-04-9030,0,0,0,0,0,0,0,1
1F31CA306101-01,1,0,0,0,0,0,0,0
3P50CA271358-04S1,0,1,0,0,0,0,0,0
3R01CA282284-03S1,0,1,0,0,0,0,0,0
3K01CA253234-05S1,0,1,0,0,0,0,0,0
3R01CA266253-04S2,0,0,0,0,0,1,0,0
3R37CA272664-02S1,0,1,0,0,0,1,0,0
5R01CA290480-02,0,0,0,1,0,0,0,0
5R01CA266178-04,0,1,0,1,0,0,0,0
4R01CA269393-03,0,0,0,0,0,1,0,0
4R01CA288301-02,0,1,0,0,0,0,0,0
5U54CA274321-04,0,0,0,0,0,0,1,0
3U01CA275117-02S2,0,1,0,0,0,0,0,0
3R01CA278862-02S1,0,1,0,0,1,0,0,0
3R01CA286650-02S4,0,0,0,0,0,1,0,0
3R01CA286650-02S5,0,0,0,0,0,1,0,0
3U01CA294799-02S1,0,1,0,0,0,0,0,0
3U54CA254571-06S2,0,1,0,0,0,0,0,0
5U24CA272450-04,0,0,0,0,0,0,1,0
5U54CA274511-03,1,0,0,0,0,0,0,0
4U01CA176726-13,0,0,0,0,0,0,1,0
3U01CA272529-04S1,0,0,0,1,0,0,0,0
3U01CA261604-05S1,0,1,0,1,0,0,0,0
1R25CA291603-01A1,0,1,0,0,0,0,0,1
5R25CA009481-41,0,0,0,0,0,0,0,1
1R21CA301237-01,1,0,0,0,0,0,0,0
5R35CA220538-09,1,0,0,0,0,0,0,0
5R35CA253188-05,1,0,0,0,0,0,0,0
1R13CA301746-01,0,0,0,0,0,0,1,0
1R21CA302296-01,1,0,0,0,0,0,0,0
1R25CA291581-01A1,0,0,0,0,0,0,0,1
1R25CA302429-01,0,0,0,0,0,0,0,1
1R21CA303648-01,0,0,0,0,1,0,0,0
1R21CA304866-01,0,0,0,0,0,1,0,0
1R21CA288925-01A1,0,0,0,0,0,1,0,0
1R21CA304761-01,0,0,1,0,0,0,0,0
1R15CA297754-01A1,0,0,0,0,1,0,0,0
1R13CA306199-01,1,0,0,0,0,0,1,0
5R01CA270040-03,0,1,0,1,0,0,0,0
5R01CA259200-04,0,0,0,0,0,0,0,0
5R01CA252281-05,0,0,0,0,1,0,0,0
5R01CA282794-03,1,0,0,0,0,0,0,0
5R01CA283574-03,0,0,0,1,0,0,0,0
1K99CA300496-01,1,0,0,0,0,0,0,0
1K99CA300495-01,1,0,0,0,0,0,0,0
5R01CA284247-03,0,0,0,1,0,0,0,0
1R01CA293884-01A1,1,0,0,0,0,0,0,0
5R01CA262899-05,0,0,0,0,0,1,0,0
5R01CA285342-03,0,1,0,0,0,0,0,0
5R01CA276513-03,0,0,0,1,0,0,0,0
5R01CA140337-15,1,0,0,0,0,0,0,0
5R01CA292467-02,1,0,0,0,0,0,0,0
5R01CA258311-05,0,1,0,1,0,0,0,0
5R01CA272602-03,1,0,0,0,0,0,0,0
5R01CA255515-05,0,0,0,1,0,0,0,0
5R01CA297854-02,0,0,1,0,0,0,0,0
5R01CA292385-02,0,0,0,0,1,0,0,0
5R01CA262664-05,0,0,0,1,0,0,0,0
5R01CA297855-02,0,0,0,0,1,0,0,0
5R01CA258421-05,0,0,0,1,0,0,0,0
5R01CA260891-04,0,0,1,0,1,0,0,0
5R01CA287114-02,0,0,0,1,0,0,0,0
5R01CA284595-03,0,0,0,0,1,0,0,0
5R01CA262502-05,0,1,0,1,0,0,0,0
1R01CA296911-01A1,0,1,0,0,0,0,0,0
7R01CA290435-02,0,1,0,1,0,0,0,0
5F30CA281268-03,1,0,0,0,0,0,0,0
5K08CA279772-02,0,1,0,1,0,0,0,0
1K08CA304375-01,0,1,0,1,0,0,0,0
1F99CA305560-01,1,0,0,0,0,0,0,1
5P01CA108671-17-5546,0,0,0,1,0,0,0,0
5P50CA269011-03-8067,0,0,0,0,0,0,1,0
4R37CA230341-07,0,0,1,0,0,0,0,0
5U01CA275065-03,0,0,0,0,0,1,0,0
5P01CA108671-17-5547,1,0,0,0,0,0,0,0
5P01CA108671-17-5550,0,0,0,0,0,0,1,0
5P01CA108671-17-5551,0,0,0,0,0,0,1,0
5P01CA108671-17-5553,0,0,0,0,0,0,1,0
1R37CA300110-01,0,1,0,1,0,0,0,0
5P30CA013330-53,0,0,0,0,0,0,1,0
5R35CA197449-11,0,0,1,0,0,0,0,0
5U54CA283762-03-7832,0,0,0,0,0,0,1,0
5U54CA283762-03-7834,0,0,0,0,0,0,1,0
5U54CA283762-03-7835,1,0,0,0,0,0,0,0
5P01CA254859-04-7907,0,0,0,0,0,0,1,0
5P01CA254859-04-7908,0,0,0,0,0,0,1,0
4R01CA265333-17,1,0,0,0,0,0,0,0
5U54CA263001-04,0,0,0,0,0,0,1,0
5P50CA196516-09,0,0,0,1,0,0,0,0
5R01CA273331-03,0,1,0,0,0,0,0,0
5T32CA261786-05,0,0,0,0,0,0,0,1
5P01CA275740-02-7564,1,0,0,0,0,0,0,0
5P01CA275740-02-7566,0,0,0,0,0,0,1,0
5R01CA290875-02,0,0,1,0,0,0,0,0
5U2CCA271891-04,0,0,0,0,1,0,0,0
5P01CA254849-05-8283,0,0,0,1,0,0,0,0
5U01CA292765-02,0,0,0,0,0,0,0,0
5U19CA291430-02-5629,0,0,0,0,0,0,1,0
5U19CA291430-02-5630,0,0,0,0,0,0,1,0
5U19CA291430-02-5631,0,1,0,0,0,0,0,0
5P01CA244114-05-8650,1,0,0,0,0,0,0,0
5P01CA244114-05-8652,1,0,0,0,0,0,0,0
5P01CA244114-05-8653,1,0,0,0,0,0,0,0
5P01CA244114-05-8657,0,0,0,0,0,0,1,0
5R01CA265095-05,0,0,0,1,0,0,0,0
5P30CA046592-36-5021,1,0,0,0,0,0,0,0
5P30CA046592-36-5026,0,0,0,0,0,0,1,0
5P30CA046592-36-5028,0,0,0,0,0,0,1,0
5P30CA046592-36-5030,0,0,0,0,0,0,1,0
5P30CA046592-36-5031,0,0,0,0,0,0,1,0
5P30CA046592-36-5032,0,0,0,0,0,0,1,0
5P30CA046592-36-5033,0,0,0,0,0,0,1,0
5P30CA046592-36-5035,0,1,0,0,0,0,1,0
5P30CA046592-36-5036,0,0,0,0,0,0,1,0
5P30CA046592-36-5037,0,0,0,0,0,0,1,0
5P30CA046592-36-5040,0,0,0,0,0,0,1,0
5P30CA046592-36-5043,0,0,0,0,0,0,1,0
5P50CA269011-03-8062,0,0,0,0,0,0,1,0
5P50CA269011-03-8063,1,0,0,0,0,0,0,0
5P50CA269011-03-8066,0,0,0,0,0,0,1,0
5P50CA269011-03-8069,0,0,0,0,0,0,0,1
5P30CA016059-43-5419,0,0,0,0,0,0,1,0
5P30CA016059-43-5423,0,0,0,1,0,0,0,0
5P30CA016059-43-5424,0,1,0,0,0,0,0,0
5P30CA016059-43-5429,0,0,0,0,0,0,1,0
5P30CA016059-43-5430,0,0,0,0,0,0,1,0
5P50CA228991-07-6796,0,0,0,0,0,0,1,0
5P50CA228991-07-6801,0,0,0,0,0,0,1,0
2P50CA228944-07A1-8439,0,0,0,1,0,0,0,0
1R01CA303470-01,0,0,0,1,0,0,0,0
3R01CA263806-05S2,0,0,0,1,0,0,0,0
1R01CA305375-01,1,0,0,0,0,0,0,0
3OT2CA297572-01S1,0,0,0,1,0,0,0,0
1R44CA306750-01,0,0,0,0,1,0,0,0
3U24CA271037-04S1,0,0,0,0,0,0,1,0
3U24CA271076-04S1,0,0,0,0,0,0,0,0
3P30CA016056-48S1,0,0,0,0,0,0,1,0
3U01CA253913-05S1,0,0,0,0,0,0,0,0
3R01CA259200-04S5,0,0,0,0,0,0,0,0
7R01CA275078-03,0,0,0,1,0,0,0,0
3U01CA292771-02S3,0,0,0,0,1,0,0,0
5R01CA279277-03,1,0,0,0,0,0,0,0
3OT2CA297508-01S1,0,0,0,1,0,0,0,0
5R44CA268530-02,0,0,0,1,0,0,0,0
5R42CA243600-03,0,0,0,0,1,0,0,0
1R44CA298522-01,0,0,0,1,0,0,0,0
1R44CA298389-01,0,0,0,0,1,0,0,0
5R61CA278402-03,0,0,1,0,0,0,0,0
5R44CA284932-03,0,0,0,1,0,0,0,0
5R50CA283476-03,1,0,0,0,0,0,0,0
5R50CA211256-10,0,0,0,0,0,0,1,0
5R50CA265089-05,1,0,0,0,0,0,0,0
5T32CA193145-10,0,0,0,0,0,0,0,1
5T32CA272370-03,0,0,0,0,0,0,0,1
5R50CA275931-03,0,0,0,0,0,0,1,0
5T32CA009531-39,0,0,0,0,0,0,0,1
5R50CA265328-04,0,0,0,1,0,0,0,0
5R50CA211447-08,0,0,0,0,0,0,1,0
5R37CA266135-04,0,0,0,0,0,1,0,0
5R37CA263064-05,0,0,0,0,0,1,0,0
5R50CA243890-07,0,0,0,0,0,0,1,0
1R41CA301762-01,0,0,0,1,0,0,0,0
5R50CA282102-03,0,0,0,1,0,0,0,0
5T32CA285274-02,0,0,0,0,0,0,0,1
5T32CA282070-02,0,0,0,0,0,0,0,1
5T32CA009206-47,0,0,0,0,0,0,0,1
5R42CA268629-03,0,0,0,1,0,0,0,0
5R50CA283661-02,1,0,0,0,0,0,0,0
5R50CA275927-03,0,0,0,0,0,0,0,0
5R50CA265372-04,0,0,0,0,0,0,0,0
5R50CA265339-04,0,0,0,0,0,0,1,0
5T32CA092408-24,0,0,0,0,0,0,0,1
5R44CA295168-02,0,0,0,1,0,0,0,0
2R44CA265512-02A1,0,0,0,1,0,0,0,0
1R44CA295318-01A1,0,0,1,0,0,0,0,0
2R44CA261360-02A1,0,0,0,1,0,0,0,0
5R37CA294177-02,0,1,0,0,0,0,0,0
5R44CA295214-02,0,0,0,0,0,0,0,0
5R50CA265307-05,0,0,0,1,0,0,0,0
5U01CA284086-03,1,0,0,0,0,0,0,0
5T32CA113275-18,0,0,0,0,0,0,0,1
5R50CA278773-02,0,0,0,1,0,0,0,0
5R50CA221807-08,0,0,0,0,0,0,0,0
2T32CA151022-16,0,0,0,0,0,0,0,1
1R61CA302625-01,0,0,1,0,0,0,0,0
1R50CA305109-01,0,0,0,1,0,0,0,0
1R50CA288381-01A1,0,0,0,0,0,0,1,0
1R50CA288482-01A1,0,0,0,1,0,0,0,0
1R50CA305093-01,0,0,0,0,0,0,0,0
1R50CA305194-01,0,0,0,1,0,0,0,0
1R50CA305218-01,0,1,0,0,0,0,0,0
1R50CA305244-01,0,0,0,1,0,0,0,0
1R43CA302403-01A1,0,0,0,0,0,0,0,0
1R43CA295403-01A1,0,0,1,0,0,0,0,0
1U24CA313507-01,0,0,0,0,0,0,1,0
1UE5CA313505-01A1,0,0,0,0,0,0,0,1
1U01CA301249-01,0,0,0,0,1,0,0,0
5U19CA291433-02-5650,0,1,0,1,0,0,0,0
5U01CA268066-04,0,0,0,1,0,0,0,0
5U01CA265697-05,0,0,0,1,0,0,0,0
5U2CCA271902-04,0,0,0,0,1,0,0,0
5U24CA264032-05,0,0,0,0,0,0,1,0
5U01CA274276-04,0,0,0,1,0,0,0,0
5U24CA258407-05,0,0,1,0,0,0,1,0
5U01CA275310-04,1,0,0,0,0,0,0,0
